loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status,region
18200.0,60,12.56,341.43,A,A2,9,OWN,138100.0,debt_consolidation,8.36,0,24,0,5481.4,75.77,32,Fully Paid,Midwest
21200.0,60,26.53,447.07,D,D3,2,MORTGAGE,35400.0,major_purchase,3.65,0,15,0,40944.23,8.23,21,Fully Paid,South
21400.0,36,17.22,696.81,A,A2,5,RENT,183600.0,credit_card,16.45,0,24,0,25466.89,82.51,35,Fully Paid,Midwest
22000.0,36,9.1,666.72,C,C5,9,MORTGAGE,67400.0,debt_consolidation,14.05,0,10,0,12339.34,72.03,20,Fully Paid,Northeast
21200.0,36,21.72,716.8,C,C3,8,MORTGAGE,56700.0,debt_consolidation,21.5,0,17,0,904.47,54.98,31,Fully Paid,Midwest
1300.0,36,22.1,44.09,A,A3,7,RENT,68700.0,credit_card,29.96,0,10,0,26196.05,20.95,21,Fully Paid,South
1100.0,36,12.17,34.27,G,G5,9,RENT,191900.0,debt_consolidation,4.5,0,7,0,37604.35,9.27,9,Charged Off,South
4800.0,60,5.69,84.55,B,B2,7,RENT,33000.0,debt_consolidation,31.65,0,7,0,38324.69,23.17,8,Fully Paid,West
5000.0,36,10.0,152.78,B,B1,2,MORTGAGE,30900.0,home_improvement,1.05,0,19,1,10721.31,76.15,26,Fully Paid,South
28500.0,36,14.99,910.34,B,B5,0,MORTGAGE,37100.0,credit_card,17.72,0,20,0,49753.1,93.35,27,Fully Paid,West
9000.0,36,9.19,272.98,B,B5,2,RENT,55100.0,home_improvement,23.5,0,18,0,28439.0,73.79,32,Fully Paid,Northeast
35900.0,36,9.85,1095.45,A,A1,2,MORTGAGE,22900.0,home_improvement,38.28,2,5,0,16600.35,52.76,5,Fully Paid,Northeast
37200.0,60,14.78,711.64,D,D1,5,MORTGAGE,54800.0,major_purchase,22.96,0,22,0,19640.39,95.07,23,Fully Paid,Northeast
39100.0,36,29.04,1401.52,G,G3,2,MORTGAGE,126300.0,debt_consolidation,6.35,0,20,0,6221.84,82.86,24,Charged Off,Midwest
37600.0,36,24.11,1296.26,B,B1,1,OWN,58400.0,other,20.7,0,24,0,24667.79,65.58,36,Fully Paid,South
11600.0,36,12.99,364.08,D,D3,8,OWN,46800.0,credit_card,15.83,0,22,0,37664.77,3.79,26,Fully Paid,South
20900.0,60,28.79,448.62,D,D1,5,MORTGAGE,39800.0,home_improvement,19.17,0,12,0,20470.5,28.77,18,Fully Paid,South
7800.0,60,21.14,157.48,E,E2,4,RENT,84900.0,home_improvement,7.88,0,22,0,43342.63,30.82,26,Fully Paid,West
32400.0,36,16.39,1047.51,C,C3,2,MORTGAGE,35800.0,credit_card,20.03,0,23,0,23837.62,34.72,34,Fully Paid,West
35600.0,36,16.71,1154.13,B,B2,6,MORTGAGE,136400.0,other,6.0,0,12,0,45030.49,38.94,20,Fully Paid,Northeast
34200.0,36,15.27,1095.06,B,B1,6,RENT,142400.0,debt_consolidation,29.76,1,12,0,35160.19,93.94,12,Fully Paid,South
17900.0,36,10.82,551.02,D,D2,3,RENT,61600.0,debt_consolidation,23.76,0,23,0,2750.49,74.19,37,Fully Paid,Midwest
30600.0,60,14.67,584.82,E,E5,9,RENT,53900.0,debt_consolidation,3.14,0,20,0,3350.87,69.19,24,Fully Paid,Midwest
4800.0,60,18.2,94.56,B,B1,1,OWN,90700.0,debt_consolidation,35.58,0,9,0,40005.32,42.65,11,Charged Off,Northeast
2600.0,60,18.2,51.22,B,B3,1,OWN,93700.0,home_improvement,24.66,0,24,0,17841.19,33.75,33,Fully Paid,West
30400.0,36,24.04,1047.45,F,F1,7,MORTGAGE,36200.0,debt_consolidation,12.64,0,17,0,9462.25,11.96,29,Charged Off,West
17600.0,60,13.97,334.31,E,E4,3,OWN,41600.0,small_business,1.83,0,22,0,43266.02,45.35,32,Fully Paid,West
39800.0,36,22.92,1358.95,G,G5,6,RENT,28000.0,credit_card,25.29,0,24,0,49165.33,20.53,29,Charged Off,Northeast
4800.0,60,19.45,95.56,D,D3,2,OWN,66500.0,debt_consolidation,14.94,0,9,0,40437.41,39.1,9,Fully Paid,Northeast
34400.0,36,29.05,1233.14,B,B1,8,RENT,75600.0,debt_consolidation,36.3,1,10,0,36256.48,15.64,11,Fully Paid,South
19700.0,36,14.63,627.28,C,C5,9,RENT,27600.0,debt_consolidation,1.4,0,13,0,47.93,34.4,21,Fully Paid,South
33300.0,36,27.53,1179.65,D,D3,8,RENT,43100.0,other,1.56,1,13,0,5298.7,4.3,21,Fully Paid,South
32900.0,36,25.52,1147.11,A,A5,6,RENT,27600.0,home_improvement,37.97,0,3,0,33547.19,0.6,14,Fully Paid,Midwest
36700.0,36,20.94,1232.92,C,C3,6,RENT,34600.0,debt_consolidation,38.59,0,7,0,20478.23,86.99,8,Fully Paid,Midwest
12600.0,60,21.36,254.86,D,D5,0,RENT,71400.0,debt_consolidation,1.11,0,5,1,973.77,64.13,8,Fully Paid,South
38000.0,36,7.12,1130.71,A,A3,9,MORTGAGE,37500.0,debt_consolidation,28.64,0,14,0,37043.48,58.77,27,Charged Off,Midwest
6900.0,36,28.76,246.79,E,E3,7,RENT,46600.0,debt_consolidation,8.86,0,5,1,20938.25,51.38,19,Fully Paid,Midwest
4200.0,36,7.67,125.62,C,C4,1,RENT,24000.0,major_purchase,28.06,0,10,0,32941.25,72.67,22,Fully Paid,West
17800.0,36,19.08,588.78,F,F3,7,MORTGAGE,59500.0,home_improvement,34.75,0,8,0,23416.79,73.62,17,Fully Paid,West
33300.0,60,13.25,628.54,A,A4,10,MORTGAGE,53000.0,credit_card,4.03,1,7,0,1324.89,93.53,9,Fully Paid,Northeast
19500.0,36,15.75,626.98,B,B1,1,RENT,37600.0,small_business,9.55,0,19,0,31796.23,24.44,26,Fully Paid,West
33300.0,36,20.25,1112.31,C,C1,0,RENT,49300.0,debt_consolidation,0.96,1,16,0,39404.3,78.52,16,Charged Off,South
29500.0,60,27.72,627.96,B,B5,10,MORTGAGE,59300.0,credit_card,1.75,1,17,0,7798.84,99.12,25,Fully Paid,West
9200.0,60,16.44,178.54,D,D2,7,OWN,36000.0,home_improvement,1.18,1,2,0,44554.11,2.9,5,Fully Paid,Midwest
38000.0,36,29.69,1368.95,D,D2,3,RENT,25900.0,debt_consolidation,32.03,0,11,0,9078.09,37.4,24,Fully Paid,Midwest
3400.0,60,19.82,67.9,A,A1,10,RENT,133600.0,debt_consolidation,11.93,0,5,0,21141.83,43.6,16,Fully Paid,South
36000.0,36,9.01,1090.1,C,C4,9,MORTGAGE,39500.0,credit_card,19.73,0,5,0,26359.35,82.18,12,Fully Paid,South
12900.0,60,9.75,235.96,C,C3,5,MORTGAGE,51600.0,debt_consolidation,31.51,0,19,0,15693.29,1.37,26,Charged Off,West
20500.0,36,22.9,699.85,B,B5,9,OWN,89800.0,credit_card,19.8,0,14,0,25022.86,59.86,19,Fully Paid,West
17500.0,60,6.26,309.92,F,F3,10,RENT,316300.0,credit_card,17.17,0,23,0,35917.82,89.26,34,Charged Off,West
7700.0,36,17.01,250.27,E,E3,9,RENT,29100.0,debt_consolidation,0.46,0,2,0,35722.76,14.76,11,Fully Paid,Northeast
15000.0,36,8.71,452.96,D,D2,0,OWN,67800.0,debt_consolidation,22.72,0,21,0,46114.14,11.56,29,Charged Off,Northeast
8500.0,36,15.83,273.49,D,D1,8,MORTGAGE,38000.0,debt_consolidation,4.99,0,11,0,43104.55,99.98,18,Fully Paid,South
9000.0,36,23.75,309.38,C,C4,10,RENT,41400.0,credit_card,30.59,0,22,0,49255.28,82.6,35,Fully Paid,West
8300.0,60,16.47,161.12,F,F2,6,MORTGAGE,37800.0,debt_consolidation,10.31,0,2,0,29768.99,69.74,15,Fully Paid,Midwest
20100.0,36,9.09,609.09,D,D3,4,RENT,30900.0,small_business,26.97,0,3,0,20025.73,39.9,5,Fully Paid,Northeast
32100.0,36,11.3,992.42,D,D3,5,OWN,53100.0,small_business,25.85,0,10,2,12004.91,85.4,23,Fully Paid,South
23200.0,36,14.19,735.89,E,E1,2,RENT,25900.0,debt_consolidation,24.67,0,2,0,12198.47,92.28,16,Fully Paid,Northeast
35800.0,36,6.74,1061.47,B,B4,8,MORTGAGE,87000.0,small_business,10.68,0,16,0,7546.2,73.24,21,Fully Paid,West
25800.0,60,19.61,514.32,E,E1,1,OWN,55700.0,credit_card,10.68,0,16,0,36333.35,39.81,17,Charged Off,Midwest
27900.0,36,20.19,931.47,B,B5,9,MORTGAGE,66900.0,debt_consolidation,34.52,1,3,0,32712.11,58.35,17,Fully Paid,Midwest
27000.0,36,6.55,799.13,B,B5,0,OWN,42900.0,credit_card,0.51,2,13,0,14614.71,9.85,13,Fully Paid,South
18500.0,60,15.06,354.77,B,B2,0,RENT,45100.0,home_improvement,7.26,0,19,0,44606.87,15.8,23,Charged Off,Northeast
27900.0,60,15.35,536.38,G,G1,9,MORTGAGE,62600.0,debt_consolidation,24.41,1,24,0,27614.32,78.3,36,Charged Off,West
3700.0,36,13.35,116.5,E,E3,1,RENT,30300.0,debt_consolidation,32.68,1,11,0,3450.95,2.93,17,Fully Paid,West
34500.0,36,18.94,1139.84,D,D5,5,OWN,45300.0,debt_consolidation,14.33,1,14,0,3072.55,4.92,25,Fully Paid,Midwest
31300.0,60,13.65,592.87,D,D2,5,RENT,35200.0,debt_consolidation,26.14,1,10,0,7159.35,50.8,15,Fully Paid,Midwest
10600.0,60,15.41,203.89,C,C5,8,OWN,34700.0,debt_consolidation,22.29,0,4,0,10563.17,17.05,18,Fully Paid,West
31000.0,60,24.94,645.52,F,F5,9,MORTGAGE,18900.0,credit_card,2.58,1,24,0,44371.87,29.37,27,Fully Paid,West
1500.0,60,9.05,27.26,C,C5,3,RENT,105800.0,debt_consolidation,24.87,0,23,0,38922.42,39.88,26,Fully Paid,Northeast
9500.0,60,20.48,190.76,B,B5,7,MORTGAGE,38400.0,debt_consolidation,32.56,0,9,0,10086.21,52.23,17,Fully Paid,South
3500.0,60,17.64,68.62,A,A1,3,MORTGAGE,96900.0,debt_consolidation,39.7,0,15,0,12424.62,28.35,26,Fully Paid,Northeast
31400.0,60,12.63,589.43,E,E3,2,OWN,92400.0,major_purchase,1.19,0,17,0,31839.4,48.35,19,Fully Paid,Northeast
30500.0,36,23.19,1043.69,D,D1,3,RENT,28500.0,debt_consolidation,26.4,0,7,0,43576.15,37.07,17,Fully Paid,West
32700.0,36,18.78,1078.92,B,B2,0,MORTGAGE,31400.0,debt_consolidation,16.58,0,10,0,15836.46,8.1,22,Fully Paid,Northeast
1200.0,36,16.93,38.98,A,A2,8,MORTGAGE,194900.0,credit_card,0.39,1,22,0,26274.83,86.71,23,Fully Paid,Northeast
20500.0,36,21.69,692.96,E,E2,10,RENT,130000.0,major_purchase,24.57,0,5,0,44518.88,28.14,10,Fully Paid,Northeast
28500.0,60,25.06,594.04,A,A3,4,MORTGAGE,53300.0,credit_card,4.9,1,24,0,38531.59,60.94,24,Fully Paid,Midwest
7100.0,60,29.32,153.03,D,D1,6,MORTGAGE,61600.0,debt_consolidation,15.14,0,20,0,44575.47,56.98,21,Charged Off,South
26300.0,60,20.73,529.2,G,G2,2,OWN,39500.0,debt_consolidation,10.45,1,16,0,13903.69,19.92,19,Fully Paid,South
4300.0,60,26.86,90.92,C,C1,4,MORTGAGE,67300.0,debt_consolidation,14.45,0,12,0,34546.71,3.0,20,Fully Paid,Midwest
8100.0,36,5.03,236.32,B,B3,9,OWN,37900.0,credit_card,19.71,1,22,0,5700.63,85.69,25,Fully Paid,West
19600.0,60,18.26,386.32,D,D3,3,MORTGAGE,19600.0,debt_consolidation,14.37,1,11,0,30810.39,49.77,20,Charged Off,West
26500.0,36,10.37,812.45,E,E2,6,RENT,28000.0,debt_consolidation,22.11,0,9,0,15201.28,41.45,21,Charged Off,South
6700.0,36,7.35,199.79,C,C1,4,RENT,54800.0,credit_card,9.55,0,4,0,35074.02,76.29,14,Fully Paid,South
8200.0,36,18.3,269.46,G,G4,1,MORTGAGE,30800.0,debt_consolidation,25.41,0,20,0,7093.73,3.32,22,Fully Paid,West
9000.0,60,23.67,185.5,A,A3,2,RENT,52400.0,home_improvement,34.15,0,5,0,33279.01,76.52,15,Fully Paid,Northeast
10300.0,36,15.31,329.91,C,C2,7,MORTGAGE,31700.0,debt_consolidation,8.96,0,14,0,35425.96,40.89,14,Charged Off,South
9800.0,60,21.75,198.86,D,D3,2,MORTGAGE,36600.0,other,20.32,0,10,0,42857.82,55.16,21,Fully Paid,Northeast
16400.0,36,17.24,534.09,E,E1,6,RENT,83000.0,other,25.95,0,22,0,34353.83,75.24,29,Fully Paid,South
26500.0,36,15.93,853.37,A,A4,4,RENT,61300.0,major_purchase,22.59,0,23,0,26143.21,54.68,33,Fully Paid,Midwest
18100.0,36,12.26,564.42,E,E4,6,MORTGAGE,53900.0,other,14.63,1,21,0,39207.98,6.18,24,Fully Paid,South
31300.0,36,14.56,996.04,C,C4,9,RENT,84100.0,debt_consolidation,25.69,0,14,0,14221.66,72.86,24,Charged Off,Midwest
29100.0,60,13.74,551.64,B,B4,8,MORTGAGE,68900.0,major_purchase,1.13,0,10,0,33873.32,78.63,11,Fully Paid,Northeast
5900.0,36,21.15,198.55,A,A5,6,RENT,111700.0,debt_consolidation,14.8,0,21,0,36226.39,46.19,27,Fully Paid,West
2900.0,60,7.9,52.15,E,E1,5,MORTGAGE,43000.0,home_improvement,21.3,0,20,0,19627.06,43.91,32,Fully Paid,Northeast
35200.0,60,7.32,629.61,A,A4,0,RENT,43700.0,debt_consolidation,0.82,0,17,1,49448.33,25.19,28,Fully Paid,Northeast
4100.0,60,21.5,83.02,B,B1,3,RENT,28300.0,debt_consolidation,20.31,0,19,0,17804.49,64.42,19,Fully Paid,Northeast
6800.0,36,18.66,224.14,B,B5,7,RENT,43700.0,other,26.17,0,20,0,4224.56,88.2,22,Fully Paid,Midwest
1900.0,60,15.76,36.66,E,E2,0,RENT,87800.0,debt_consolidation,30.37,1,18,0,15173.72,65.6,27,Fully Paid,South
25500.0,36,8.81,770.74,D,D5,5,OWN,103800.0,major_purchase,4.53,0,13,0,4971.86,77.13,23,Fully Paid,West
23700.0,36,15.28,758.93,E,E3,1,MORTGAGE,87600.0,home_improvement,39.62,0,12,1,16965.21,83.75,16,Fully Paid,Northeast
39500.0,36,24.74,1368.68,B,B1,8,RENT,22100.0,debt_consolidation,24.25,0,18,0,6393.64,22.61,24,Fully Paid,Northeast
35600.0,60,27.24,754.96,D,D2,7,RENT,93100.0,credit_card,14.53,0,7,0,21976.74,40.21,20,Charged Off,Northeast
17000.0,36,22.56,578.76,C,C4,8,OWN,21600.0,debt_consolidation,9.96,1,16,0,38898.77,43.6,18,Fully Paid,Midwest
15500.0,36,6.5,458.54,E,E2,8,MORTGAGE,84900.0,other,22.92,0,3,0,3372.15,55.89,15,Fully Paid,Midwest
12600.0,36,21.76,426.16,F,F5,1,MORTGAGE,45100.0,other,35.27,0,15,1,28155.4,4.92,18,Fully Paid,Midwest
6900.0,36,11.02,212.79,A,A4,1,RENT,77000.0,home_improvement,20.82,0,4,0,2191.38,58.84,8,Fully Paid,South
6400.0,36,12.88,200.68,D,D5,8,MORTGAGE,27800.0,small_business,26.46,0,13,0,44230.46,8.85,22,Fully Paid,South
6200.0,60,9.9,113.56,A,A3,1,MORTGAGE,97300.0,debt_consolidation,14.31,0,7,0,46069.13,80.66,20,Fully Paid,Northeast
5500.0,36,24.39,190.04,C,C4,3,RENT,26000.0,debt_consolidation,15.53,1,24,0,24617.89,96.3,25,Fully Paid,West
10400.0,60,21.22,210.11,B,B1,1,MORTGAGE,38800.0,debt_consolidation,11.45,1,6,0,38461.56,28.98,17,Fully Paid,Midwest
13000.0,36,20.3,434.42,B,B4,0,OWN,32900.0,credit_card,28.23,0,8,0,29645.55,50.66,16,Charged Off,South
38500.0,60,21.7,780.91,B,B2,10,MORTGAGE,22500.0,debt_consolidation,14.37,1,7,0,17033.14,82.32,13,Fully Paid,South
23600.0,36,10.92,727.14,D,D2,9,OWN,56800.0,credit_card,7.63,0,22,1,12257.04,31.47,23,Fully Paid,West
39500.0,36,16.12,1274.09,B,B4,6,MORTGAGE,133700.0,home_improvement,14.78,0,20,0,37929.79,15.78,31,Fully Paid,Midwest
15500.0,36,20.83,520.24,D,D2,10,RENT,205600.0,debt_consolidation,34.15,0,15,1,21499.01,73.91,20,Charged Off,South
18800.0,36,20.91,631.42,C,C5,4,RENT,56900.0,debt_consolidation,29.53,0,19,0,46011.92,69.84,25,Fully Paid,West
13700.0,60,24.8,284.96,A,A1,2,MORTGAGE,94700.0,debt_consolidation,13.39,0,22,0,48784.6,56.99,36,Fully Paid,West
8100.0,36,12.18,252.4,E,E3,7,MORTGAGE,60800.0,major_purchase,36.27,0,15,0,10519.63,94.44,26,Fully Paid,Midwest
6600.0,60,24.26,136.69,B,B5,4,MORTGAGE,69500.0,debt_consolidation,2.99,1,9,0,28053.17,95.51,18,Fully Paid,Midwest
37900.0,60,16.0,732.73,C,C3,0,MORTGAGE,45700.0,debt_consolidation,1.99,0,15,0,26846.71,86.15,26,Fully Paid,Midwest
39500.0,36,21.75,1335.87,D,D1,8,MORTGAGE,59700.0,major_purchase,5.1,0,22,0,43404.94,29.3,25,Fully Paid,Northeast
2800.0,36,16.39,90.53,B,B4,4,MORTGAGE,70900.0,debt_consolidation,4.66,1,20,0,34549.25,22.54,30,Fully Paid,South
6900.0,36,28.72,246.71,A,A2,2,OWN,40600.0,debt_consolidation,3.51,0,4,0,30368.88,83.57,7,Fully Paid,West
17500.0,36,9.48,532.19,B,B4,5,OWN,52100.0,home_improvement,26.45,1,16,0,33951.24,65.14,23,Fully Paid,Northeast
8300.0,36,21.88,281.0,F,F4,7,OWN,52600.0,credit_card,24.03,0,22,1,19472.88,39.61,23,Fully Paid,Midwest
15200.0,60,19.41,302.51,D,D1,1,MORTGAGE,81900.0,credit_card,25.9,0,17,0,48014.57,40.98,18,Fully Paid,South
6000.0,36,9.32,182.2,D,D5,10,OWN,31800.0,debt_consolidation,27.53,0,16,0,2881.28,85.33,17,Fully Paid,South
18800.0,36,6.65,556.95,D,D1,2,RENT,52800.0,debt_consolidation,30.28,0,15,1,1456.45,16.32,25,Fully Paid,Northeast
11600.0,36,24.98,402.71,B,B4,6,RENT,140900.0,credit_card,8.29,1,16,0,20779.49,94.4,17,Fully Paid,West
14700.0,36,8.94,444.84,C,C3,1,MORTGAGE,97000.0,debt_consolidation,24.89,0,8,0,7728.8,63.32,14,Fully Paid,Northeast
4700.0,60,9.66,85.9,D,D1,10,RENT,106400.0,small_business,23.2,0,6,1,27240.02,79.14,9,Charged Off,South
17700.0,60,29.46,381.91,A,A5,10,RENT,54800.0,debt_consolidation,37.75,0,10,0,450.5,37.09,14,Fully Paid,West
39300.0,60,22.93,805.19,B,B1,4,OWN,63600.0,debt_consolidation,9.29,0,17,0,22984.15,58.69,24,Fully Paid,Northeast
13800.0,60,11.26,255.9,B,B2,8,RENT,89400.0,debt_consolidation,2.35,2,3,0,14746.23,75.0,9,Fully Paid,Northeast
35200.0,36,19.77,1171.08,C,C5,6,OWN,118200.0,small_business,26.14,0,23,0,10118.02,43.51,33,Fully Paid,Midwest
33900.0,36,18.35,1114.46,G,G2,2,RENT,20400.0,credit_card,29.61,0,24,0,22232.48,48.79,31,Charged Off,South
38100.0,36,26.11,1334.66,A,A3,1,RENT,28100.0,debt_consolidation,11.33,1,8,0,42727.45,58.21,12,Fully Paid,Midwest
31800.0,60,23.23,653.12,C,C4,9,MORTGAGE,104300.0,credit_card,22.83,0,13,0,32769.73,6.34,20,Fully Paid,Midwest
26700.0,60,25.79,559.77,A,A2,8,MORTGAGE,47200.0,debt_consolidation,2.38,0,17,0,7997.08,86.32,17,Fully Paid,West
34400.0,36,10.29,1053.88,G,G2,8,RENT,38700.0,credit_card,38.4,1,5,0,24943.65,86.67,18,Fully Paid,West
4000.0,36,21.01,134.46,A,A4,8,MORTGAGE,28900.0,debt_consolidation,4.4,0,3,1,46583.56,28.14,7,Fully Paid,South
19100.0,36,6.01,562.44,C,C3,9,MORTGAGE,41000.0,debt_consolidation,2.7,0,18,0,21961.24,87.98,29,Fully Paid,West
39600.0,60,6.72,704.35,D,D4,2,MORTGAGE,26900.0,debt_consolidation,1.76,0,18,0,23527.31,74.52,28,Charged Off,South
31000.0,36,22.84,1057.79,D,D2,0,OWN,154100.0,debt_consolidation,17.09,0,4,0,47067.88,48.32,13,Fully Paid,West
38500.0,60,5.61,677.66,C,C1,8,RENT,53600.0,debt_consolidation,3.89,0,17,0,6790.41,34.78,18,Charged Off,Midwest
31400.0,36,19.49,1042.22,B,B2,6,MORTGAGE,52600.0,debt_consolidation,29.79,0,24,0,36752.07,39.94,28,Fully Paid,South
35100.0,36,26.01,1228.6,B,B4,1,RENT,72700.0,debt_consolidation,35.95,0,6,0,14958.07,53.44,18,Fully Paid,Midwest
28600.0,60,14.5,545.78,B,B5,5,RENT,87700.0,small_business,10.41,0,8,0,43294.58,41.25,20,Fully Paid,West
30700.0,36,6.12,904.97,B,B5,10,OWN,86900.0,credit_card,25.15,2,14,1,2718.12,42.02,25,Fully Paid,Midwest
21400.0,60,22.85,438.16,C,C4,8,MORTGAGE,92700.0,other,1.69,1,10,0,49520.08,20.31,11,Fully Paid,West
37000.0,60,28.24,790.81,B,B5,7,OWN,39500.0,debt_consolidation,15.46,0,9,0,38430.44,70.78,14,Fully Paid,Northeast
33200.0,36,22.93,1133.69,B,B4,10,RENT,46700.0,debt_consolidation,11.72,0,2,1,14216.65,60.96,10,Fully Paid,Midwest
33900.0,60,19.46,674.95,D,D1,5,MORTGAGE,79600.0,home_improvement,9.14,0,5,0,38042.79,99.19,16,Fully Paid,South
27200.0,36,10.75,836.78,G,G4,5,MORTGAGE,41600.0,credit_card,25.79,0,22,0,46148.49,14.12,35,Charged Off,Midwest
12900.0,36,5.38,377.61,C,C1,7,OWN,54000.0,credit_card,5.21,0,8,0,5645.87,11.37,9,Fully Paid,Midwest
2400.0,60,22.37,48.95,A,A5,8,RENT,66100.0,credit_card,34.43,0,12,0,45678.92,51.59,21,Fully Paid,South
37500.0,36,10.78,1153.96,A,A3,7,MORTGAGE,80200.0,credit_card,26.59,0,9,0,18008.72,15.2,10,Fully Paid,South
23900.0,36,26.45,839.49,F,F5,0,RENT,22300.0,major_purchase,28.43,1,9,0,322.97,61.06,18,Fully Paid,Northeast
12600.0,60,16.66,244.99,B,B4,1,MORTGAGE,77400.0,home_improvement,37.41,0,21,0,5621.05,19.61,23,Fully Paid,West
6800.0,36,18.27,223.4,A,A5,5,MORTGAGE,48200.0,other,37.69,0,12,0,44239.7,48.3,21,Fully Paid,West
33400.0,60,23.85,689.43,C,C3,7,RENT,77200.0,other,22.07,0,8,0,49133.32,61.13,12,Fully Paid,South
33600.0,60,24.49,697.14,D,D5,3,RENT,79900.0,debt_consolidation,19.82,1,12,0,44768.6,45.8,21,Fully Paid,Midwest
32800.0,36,21.07,1103.08,D,D3,3,RENT,121000.0,debt_consolidation,13.42,2,19,0,22076.83,32.0,32,Fully Paid,West
26200.0,36,28.46,934.9,B,B2,1,MORTGAGE,106600.0,debt_consolidation,28.62,1,23,0,48070.51,78.23,31,Charged Off,South
15300.0,36,29.56,550.63,A,A4,9,RENT,106200.0,debt_consolidation,21.53,1,5,0,20342.51,85.47,7,Fully Paid,South
12900.0,36,28.67,461.07,G,G4,0,OWN,111500.0,debt_consolidation,37.32,0,7,0,5684.8,27.8,15,Charged Off,Northeast
1300.0,60,25.6,27.21,B,B3,9,RENT,62700.0,debt_consolidation,9.55,0,8,1,17047.07,81.34,16,Charged Off,Midwest
33500.0,60,22.64,684.74,D,D1,8,RENT,55100.0,debt_consolidation,12.41,0,11,0,49921.06,39.16,19,Fully Paid,Northeast
4400.0,36,21.58,148.6,D,D3,6,OWN,83800.0,credit_card,12.64,1,9,0,31297.28,48.76,12,Fully Paid,Northeast
25600.0,36,7.59,765.08,C,C2,8,OWN,78100.0,debt_consolidation,32.24,1,5,0,16999.94,23.17,14,Charged Off,Midwest
20700.0,60,11.79,385.68,B,B4,1,MORTGAGE,46400.0,credit_card,3.96,0,10,0,31208.95,62.57,15,Fully Paid,South
21500.0,36,5.14,627.92,B,B4,9,RENT,66300.0,debt_consolidation,18.23,0,7,0,21456.79,10.09,8,Fully Paid,Midwest
37100.0,60,8.44,670.52,C,C5,4,RENT,53200.0,major_purchase,17.1,0,18,0,2477.43,59.16,18,Fully Paid,Northeast
2200.0,60,15.98,42.53,E,E3,1,MORTGAGE,35300.0,major_purchase,2.93,0,20,0,10056.38,98.97,21,Fully Paid,Northeast
31200.0,36,8.66,941.72,F,F2,9,MORTGAGE,103300.0,debt_consolidation,16.43,0,15,0,961.77,75.35,18,Fully Paid,Midwest
3000.0,36,27.54,106.28,A,A5,6,MORTGAGE,55700.0,other,20.54,0,2,0,12739.61,89.5,8,Fully Paid,Northeast
2500.0,60,25.14,52.14,A,A1,8,RENT,150900.0,debt_consolidation,2.6,0,7,0,36978.25,46.42,8,Fully Paid,South
17800.0,36,6.79,528.02,F,F5,2,RENT,24000.0,major_purchase,20.39,0,23,0,9665.93,14.21,32,Charged Off,South
3500.0,36,11.22,108.13,D,D2,0,MORTGAGE,41000.0,credit_card,38.37,0,8,0,26402.82,28.85,8,Charged Off,Midwest
31800.0,60,25.48,665.04,E,E3,3,MORTGAGE,55100.0,debt_consolidation,39.16,0,2,0,35080.19,4.9,4,Fully Paid,Midwest
21700.0,60,25.08,452.37,B,B1,3,MORTGAGE,95700.0,debt_consolidation,21.27,1,18,0,27434.12,50.18,24,Fully Paid,South
2100.0,36,28.64,75.04,C,C4,10,MORTGAGE,66200.0,debt_consolidation,20.6,1,22,0,768.53,64.97,24,Fully Paid,West
2600.0,36,29.94,93.85,D,D5,5,RENT,63300.0,small_business,11.42,0,22,0,18167.1,42.45,23,Fully Paid,West
24900.0,36,29.41,895.09,D,D2,4,MORTGAGE,30800.0,credit_card,39.88,1,18,1,22081.53,56.32,32,Fully Paid,West
32400.0,36,15.25,1037.25,C,C3,4,MORTGAGE,30400.0,debt_consolidation,10.97,1,8,0,17137.67,32.07,8,Fully Paid,Midwest
18100.0,36,11.26,559.39,A,A5,8,RENT,63700.0,credit_card,18.12,0,15,0,27313.19,8.59,17,Charged Off,South
22600.0,36,23.96,778.19,C,C2,10,OWN,27400.0,debt_consolidation,0.12,1,8,0,25657.68,43.2,21,Fully Paid,South
32200.0,36,12.48,1006.07,B,B1,0,OWN,41500.0,debt_consolidation,13.97,0,23,0,9372.51,54.78,29,Fully Paid,South
24800.0,36,25.16,862.21,C,C5,7,RENT,69600.0,other,2.86,1,14,0,37598.7,98.26,16,Fully Paid,South
9800.0,36,18.35,322.18,F,F5,7,OWN,33200.0,credit_card,29.75,0,24,1,8058.19,34.73,28,Fully Paid,Midwest
24900.0,36,24.85,863.55,B,B3,10,MORTGAGE,120900.0,debt_consolidation,22.44,1,23,0,22948.27,67.78,33,Fully Paid,South
25500.0,36,11.9,792.62,E,E2,7,MORTGAGE,99900.0,other,22.89,0,19,0,37815.11,82.26,24,Fully Paid,South
29600.0,36,17.7,967.76,B,B2,2,MORTGAGE,24700.0,debt_consolidation,11.46,1,22,0,34863.11,33.54,33,Charged Off,Northeast
25200.0,60,19.1,500.22,D,D4,9,OWN,34000.0,debt_consolidation,32.6,0,8,0,21609.29,92.99,21,Fully Paid,Northeast
38800.0,36,28.58,1385.81,G,G4,7,OWN,17300.0,debt_consolidation,0.13,2,3,0,39446.02,33.88,17,Fully Paid,Northeast
